trajectory_id,64_95_class,wait,k_sequence,pre3_sequence,local4_sequence,first_pre111_event,last_pre111_event,maintains_pre111_to_pass,break_event_if_any,break_type_if_any,pass_face
1335,A_start,17,"1,1,3,1,1,2,1,1,1,2,1,3,1,1,7,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,1 | 1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,2 | 1,1,2,1;1,1,3+,1;1,3+,1,1;3+,1,1,2 | 1,1,2,1;1,2,1,1;1,3+,1,1;3+,1,1,2 | 1,1,2,1;1,2,1,1;2,1,1,1;3+,1,1,2 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,3+,1 | 1,1,2,1;1,2,1,3+;1,3+,1,1;2,1,3+,1 | 1,2,1,3+;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,1,1",8,17,0,9,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
1345,Other_start,4,"2,2,5,1,1","2 | 2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1","2,2,3+,1 | 2,2,3+,1;2,3+,1,1 | 2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;1,2,2,1;2,3+,1,1;3+,1,1,2",,,0,,,"START_IN_LAYER | k=1 | pre3=3+,1,1"
1348,A_start,6,"2,2,3,1,1,1,1","2 | 2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,2,3+,1 | 2,2,3+,1;2,3+,1,1 | 2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1349,A_start,5,"4,3,1,1,1,1","3+ | 3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","3+,3+,1,1 | 3+,1,1,1;3+,3+,1,1 | 1,1,1,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,1;1,1,1,3+;3+,1,1,1;3+,3+,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",4,5,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1350,A_start,6,"1,1,5,1,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,3+,1 | 1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1351,A_inflow,17,"1,1,1,2,3,2,1,4,1,1,4,2,3,2,1,1,1,1","2,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,1,1,2;1,2,2,1;2,1,1,1;2,2,1,1 | 1,1,1,2;1,1,2,3+;2,1,1,1;2,2,1,1 | 1,1,1,2;1,1,2,3+;1,2,3+,2;2,1,1,1 | 1,1,1,2;1,1,2,3+;1,2,3+,2;2,3+,2,1 | 1,1,2,3+;1,2,3+,2;2,3+,2,1;3+,2,1,3+ | 1,2,3+,2;2,1,3+,1;2,3+,2,1;3+,2,1,3+ | 1,3+,1,1;2,1,3+,1;2,3+,2,1;3+,2,1,3+ | 1,3+,1,1;2,1,3+,1;3+,1,1,3+;3+,2,1,3+ | 1,1,3+,2;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,2;1,3+,1,1;1,3+,2,3+;3+,1,1,3+ | 1,1,3+,2;1,3+,2,3+;3+,1,1,3+;3+,2,3+,2 | 1,1,3+,2;1,3+,2,3+;2,3+,2,1;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 2,1,1,1;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",2,17,0,3,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1355,A_start,5,"1,2,5,1,1,1","1 | 1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1","1,2,3+,1 | 1,2,3+,1;2,3+,1,1 | 1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,1,1",5,5,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1519,A_inflow,16,"2,1,1,2,3,1,4,3,2,2,2,3,2,1,1,1,1","1,1,2 | 1,2,1 | 2,1,1 | 1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,3+ | 1,3+,3+ | 3+,3+,2 | 3+,2,2 | 2,2,2 | 2,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,2 | 1,1,2,1;1,1,2,3+;1,2,1,1;2,1,1,2 | 1,1,2,3+;1,2,1,1;1,2,3+,1;2,1,1,2 | 1,1,2,3+;1,2,3+,1;2,1,1,2;2,3+,1,3+ | 1,1,2,3+;1,2,3+,1;2,3+,1,3+;3+,1,3+,3+ | 1,2,3+,1;1,3+,3+,2;2,3+,1,3+;3+,1,3+,3+ | 1,3+,3+,2;2,3+,1,3+;3+,1,3+,3+;3+,3+,2,2 | 1,3+,3+,2;3+,1,3+,3+;3+,2,2,2;3+,3+,2,2 | 1,3+,3+,2;2,2,2,3+;3+,2,2,2;3+,3+,2,2 | 2,2,2,3+;2,2,3+,2;3+,2,2,2;3+,3+,2,2 | 2,2,2,3+;2,2,3+,2;2,3+,2,1;3+,2,2,2 | 2,2,2,3+;2,2,3+,2;2,3+,2,1;3+,2,1,1 | 2,1,1,1;2,2,3+,2;2,3+,2,1;3+,2,1,1 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",15,16,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1526,A_inflow,17,"1,2,1,1,2,2,2,1,1,6,2,2,1,1,3,1,1,1","1,2,1 | 2,1,2 | 1,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,2,1;1,2,1,1;1,2,1,2;2,1,2,1 | 1,2,1,1;1,2,1,2;2,1,1,2;2,1,2,1 | 1,1,2,2;1,2,1,1;2,1,1,2;2,1,2,1 | 1,1,2,2;1,2,1,1;1,2,2,2;2,1,1,2 | 1,1,2,2;1,2,2,2;2,1,1,2;2,2,2,1 | 1,1,2,2;1,2,2,2;2,2,1,1;2,2,2,1 | 1,2,2,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,2,1 | 1,1,3+,2;1,3+,2,2;2,2,1,1;3+,2,2,1 | 1,3+,2,2;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",17,17,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1527,A_inflow,16,"2,1,1,2,2,2,1,1,6,2,2,1,1,3,1,1,1","1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,2;1,3+,2,1;2,1,1,2;3+,2,1,1 | 1,1,2,2;1,3+,2,1;2,1,1,2;3+,2,1,1 | 1,1,2,2;1,2,2,2;2,1,1,2;3+,2,1,1 | 1,1,2,2;1,2,2,2;2,1,1,2;2,2,2,1 | 1,1,2,2;1,2,2,2;2,2,1,1;2,2,2,1 | 1,2,2,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,2,1 | 1,1,3+,2;1,3+,2,2;2,2,1,1;3+,2,2,1 | 1,3+,2,2;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",16,16,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1537,A_inflow,17,"2,2,1,1,2,1,1,3,1,1,3,1,2,6,1,1,1,1","2,2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,2,1,1;2,2,2,1;2,2,2,2 | 2,1,1,2;2,2,1,1;2,2,2,1;2,2,2,2 | 1,1,2,1;2,1,1,2;2,2,1,1;2,2,2,1 | 1,1,2,1;1,2,1,1;2,1,1,2;2,2,1,1 | 1,1,2,1;1,2,1,1;2,1,1,2;2,1,1,3+ | 1,1,2,1;1,1,3+,1;1,2,1,1;2,1,1,3+ | 1,1,3+,1;1,2,1,1;1,3+,1,1;2,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",16,17,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1544,A_start,8,"3,2,2,3,2,1,1,1,1","3+ | 3+,2 | 3+,2,2 | 2,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,2,2,3+ | 2,2,3+,2;3+,2,2,3+ | 2,2,3+,2;2,3+,2,1;3+,2,2,3+ | 2,2,3+,2;2,3+,2,1;3+,2,1,1;3+,2,2,3+ | 2,1,1,1;2,2,3+,2;2,3+,2,1;3+,2,1,1 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",7,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1546,A_start,8,"1,4,2,3,2,1,1,1,1","1 | 1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,3+,2,3+ | 1,3+,2,3+;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 2,1,1,1;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",7,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1548,A_start,8,"2,1,4,3,2,1,1,1,1","2 | 2,1 | 2,1,3+ | 1,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,1,3+,3+ | 1,3+,3+,2;2,1,3+,3+ | 1,3+,3+,2;2,1,3+,3+;3+,3+,2,1 | 1,3+,3+,2;2,1,3+,3+;3+,2,1,1;3+,3+,2,1 | 1,3+,3+,2;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",7,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1549,A_start,7,"3,4,3,2,1,1,1,1","3+ | 3+,3+ | 3+,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,3+,3+,2 | 3+,3+,2,1;3+,3+,3+,2 | 3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 2,1,1,1;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1550,A_inflow,17,"2,3,1,2,2,1,1,1,1,2,1,2,2,5,3,1,1,1","1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,1,1,2;1,1,2,3+;1,2,3+,1;2,3+,1,2 | 1,1,2,3+;1,2,3+,1;2,3+,1,2;3+,1,2,2 | 1,2,2,1;1,2,3+,1;2,3+,1,2;3+,1,2,2 | 1,2,2,1;2,2,1,1;2,3+,1,2;3+,1,2,2 | 1,2,2,1;2,1,1,1;2,2,1,1;3+,1,2,2 | 1,1,1,1;1,2,2,1;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,17,0,9,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1551,A_inflow,16,"5,1,2,2,1,1,1,1,2,1,2,2,5,3,1,1,1","1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,2 | 1,1,3+,1;1,2,2,1;1,3+,1,2;3+,1,2,2 | 1,2,2,1;1,3+,1,2;2,2,1,1;3+,1,2,2 | 1,2,2,1;2,1,1,1;2,2,1,1;3+,1,2,2 | 1,1,1,1;1,2,2,1;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,16,0,8,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1552,A_start,8,"4,2,2,1,1,3,1,1,1","3+ | 3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,2,2,1 | 2,2,1,1;3+,2,2,1 | 2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",8,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1553,A_start,7,"2,3,5,2,1,1,1,1","2 | 2,3+ | 2,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,3+,3+,2 | 2,3+,3+,2;3+,3+,2,1 | 2,3+,3+,2;3+,2,1,1;3+,3+,2,1 | 2,1,1,1;2,3+,3+,2;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1556,A_start,8,"2,4,2,1,1,3,1,1,1","2 | 2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","2,3+,2,1 | 2,3+,2,1;3+,2,1,1 | 2,1,1,3+;2,3+,2,1;3+,2,1,1 | 1,1,3+,1;2,1,1,3+;2,3+,2,1;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",8,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1557,A_start,7,"6,2,1,1,3,1,1,1","3+ | 3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,2,1,1 | 2,1,1,3+;3+,2,1,1 | 1,1,3+,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1560,A_start,8,"3,1,4,1,1,3,1,1,1","3+ | 3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,1,3+,1 | 1,3+,1,1;3+,1,3+,1 | 1,3+,1,1;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",8,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1562,A_start,8,"1,3,4,1,1,3,1,1,1","1 | 1,3+ | 1,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,3+,3+,1 | 1,3+,3+,1;3+,3+,1,1 | 1,3+,3+,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,1;1,3+,3+,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",8,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
1563,A_inflow,18,"1,1,1,1,3,3,4,1,2,2,1,1,2,2,3,1,1,1,1","1,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,3+ | 3+,3+,3+ | 3+,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,1,1;1,2,1,1;2,1,1,1 | 1,1,1,1;1,1,1,3+;1,2,1,1;2,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,3+;2,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,3+;1,3+,3+,3+ | 1,1,1,3+;1,1,3+,3+;1,3+,3+,3+;3+,3+,3+,1 | 1,1,3+,3+;1,3+,3+,3+;3+,3+,1,2;3+,3+,3+,1 | 1,3+,3+,3+;3+,1,2,2;3+,3+,1,2;3+,3+,3+,1 | 1,2,2,1;3+,1,2,2;3+,3+,1,2;3+,3+,3+,1 | 1,2,2,1;2,2,1,1;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;2,1,1,2;2,2,1,1;3+,1,2,2 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",2,18,0,4,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
1564,A_start,8,"2,1,1,2,6,1,1,1,1","2 | 2,1 | 2,1,1 | 1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,1,1,2 | 1,1,2,3+;2,1,1,2 | 1,1,2,3+;1,2,3+,1;2,1,1,2 | 1,1,2,3+;1,2,3+,1;2,1,1,2;2,3+,1,1 | 1,1,2,3+;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",7,8,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
